Business Name,Industry,City,State,ZIP,Street Address,Website,LinkedIn,Employees,Est. Revenue,US Locations,What They Do,Source,Verification Status
Signal Power,Construction,Chattanooga,TN,37406,3500 North Hawthorne Street Suite 148,hybridledlighttower.com,https://www.linkedin.com/company/signal-power,11-50,1M-5M,1,"Signal Power, based in Chattanooga, Tennessee, manufactures the HYBRIDTOWER and SOLARTOWER light towers, trailer units, specialty LED lighting, generators, and portable diesel drive pumps for construction, industrial, and military/governmental markets. They also design and produce specialty and cust","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
SimplyOutdoorKitchens.com,Landscaping Services,Chattanooga,TN,37402,,simplyoutdoorkitchens.com,https://www.linkedin.com/company/simplyoutdoorkitchens,1-10,0-500K,2,"We build your custom outdoor kitchens in our factory and install in a single day. Dont be limited by designs or materials. Easy Outdoor Kitchen has a national network of suppliers and manufacturers to design, build and install your perfect outdoor kitchen. We offer granite and travertine countertops","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Smith Logistics,Truck Transportation,Chattanooga,TN,37421,4295 Cromwell Road,smithlogistics.net,https://www.linkedin.com/company/smith-logistics,11-50,5M-10M,2,"Smith Logistics provides ocean freight, air freight, customs brokerage, freight forwarding, interstate trucking, and warehousing services.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Southeast Conservation Corps,Environmental Services,Chattanooga,TN,37406,2001 North Chamberlain Avenue Suite 400,linktr.ee,https://www.linkedin.com/company/southeastconservationcorps,51-200,10M-25M,1,"Southeast Conservation Corps (SECC), operates conservation service programs throughout the Southeast that focus on meeting the needs of the natural landscapes while empowering people to cultivate compassion, responsibility, and grit through community service, hard work, and environmental stewardship","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Southeast Painters, Inc.",Construction,Chattanooga,TN,37409,3535 B Saint Elmo Avenue,southeastpainters.com,https://www.linkedin.com/company/southeast-painters-inc-,11-50,1M-5M,1,"Southeast Painters, Inc. is a Chattanooga, Tennessee-based commercial/industrial paint contractor established in 1990. Today we offer commercial painting & wall covering, industrial painting along with specialized floor & roof coatings throughout the south. We continue to grow by offering the latest","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Southern Air Freight Inc,Freight And Package Transportation,Chattanooga,TN,37421,5904 Pinehurst Avenue,fedex.com,https://www.linkedin.com/company/southern-air-freight-inc,1-10,500K-1M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Southern Energy Water & Air, LLC",Construction,Chattanooga,TN,37408,949 Taft Avenue,southernewa.com,https://www.linkedin.com/company/southern-energy-water-air-llc,11-50,10M-25M,2,"Getting a job done right, on time, and on budget is something to feel really good about. From our headquarters in Chattanooga, TN, we take pride in providing expert guidance and revolutionary products needed to transform any space into an efficient, healthy, sustainable environment. Our team of qual","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Southern Guardian, LLC",Construction,Chattanooga,TN,37421,2600 Reid Drive,southernguardianllc.com,https://www.linkedin.com/company/southern-guardian-llc,11-50,1M-5M,1,"Get 3 Bids, Just Make Sure One is From Southern Guardian Roofing! Best Chattanooga Roofing Contractor.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Southern Spear Ironworks LLC,Construction,Chattanooga,TN,,55 Workman Road,thesouthernspear.com,https://www.linkedin.com/company/southern-spear-ironworks-llc,51-200,10M-25M,2,"We are a full-service construction firm with steel fabricating capabilities and a combined 50 years of experience in the business. Our staff members are highly skilled, licensed, bonded and insured with all needed certifications. Their dedication to making sure your needs are met comes from their pa","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Southern Valley Landscaping,Facilities Services,Chattanooga,TN,37409,1101 West 40Th Street,southernvalleylandscaping.com,https://www.linkedin.com/company/southern-valley-landscaping,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Spears Hopkins Paving Co,Construction,Chattanooga,TN,37421,5730 Fisk Avenue,spearshopkins.com,https://www.linkedin.com/company/spears-hopkins-paving-co,11-50,10M-25M,2,"Spears Hopkins Paving Co is a construction company based out of 5730 Fisk Ave, Chattanooga, TN, United States.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Special Touch Painting,Construction,Chattanooga,TN,37421,7628 Standifer Gap Road,specialtouchpainting.com,https://www.linkedin.com/company/special-touch-painting,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Spirit Express LLC,Truck Transportation,Chattanooga,TN,37421,2024 East Polymer Drive,spiritexpressllc.com,https://www.linkedin.com/company/spirit-express-llc,11-50,5M-10M,2,"Spirit Express LLC is a trucking company dedicated to the safe transportation of liquid petroleum products in tanker trailers throughout the Southeastern United States. Spirit Express is committed to excellence. Our mission is to deliver our customers' products safely, accurately, and on time. We st","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Splish Splash Pool Service,Construction,Chattanooga,TN,37412,3706 Mary Anna Drive,webstarts.com,https://www.linkedin.com/company/splish-splash-pool-service,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Sport Surface Specialties,Construction,Chattanooga,TN,37402,544 Chestnut Street,sportsurface.net,https://www.linkedin.com/company/sport-surface-specialties,1-10,1M-5M,2,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Spray-Lock Concrete Protection (SCP),Construction,Chattanooga,TN,37421,5959 Shallowford Road 405,concreteprotection.com,https://www.linkedin.com/company/concreteprotection,51-200,10M-25M,1,"Spray-Lock Concrete Protection (SCP) specializes in manufacturing colloidal silica products that enhance and improve concrete performance by reducing moisture movement through the concrete matrix. Their proprietary technology fills capillaries and channels with Calcium Silicate Hydrate (C-S-H), incr","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Spray-Lock, Inc.",Construction,Chattanooga,TN,37421,5959 Shallowford Road,spraylock.com,https://www.linkedin.com/company/interlock-industries-inc,11-50,1M-5M,1,"Spray-Lock Technology offers the fastest and most cost efficient flooring adhesives that meets the demands of today's fast-track building process. Spray-Lock, Inc. was founded in 1998 by two expert aerosol engineers. The company is headquartered in Chattanooga, Tennessee with US production facilitie","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Stanley Excavation And Grading,Construction,Chattanooga,TN,37403,1004 East 10Th Street,stanleyexcavationgrading.com,https://www.linkedin.com/company/stanley-excavation-grading,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"STATEWIDE SIDING SUPPLY, INC.",Construction,Chattanooga,TN,37421,9420 Shadow Point Circle,residewithstatewide.com,https://www.linkedin.com/company/statewide-siding-supply-inc.,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Sterchi Construction,Construction,Chattanooga,TN,37408,26 West 20Th Street,sterchiconstruction.com,https://www.linkedin.com/company/sterchiconstruction,11-50,1M-5M,1,"Founded in 1976, Sterchi Construction is a licensed General Contractor headquartered in Chattanooga, TN that provides custom homebuilding, renovation, historic restoration, and commercial construction services. Sterchi Construction is licensed in Tennessee, Georgia, and North Carolina and is LEED an","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Streamline Xpress LLC,Freight And Package Transportation,Chattanooga,TN,37412,1509 East Ridge Avenue,streamlinexpress.com,https://www.linkedin.com/company/streamline-xpress-llc,11-50,1M-5M,1,Courier & Delivery Service,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Strickland Lawn,Environmental Services,Chattanooga,TN,37407,5004 14Th Avenue,stricklandlandscape.com,https://www.linkedin.com/company/strickland-lawn,1-10,500K-1M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Superior Fence & Rail of Chattanooga,Construction,Chattanooga,TN,37406,900 Creekside Road,superiorfenceandrail.com,https://www.linkedin.com/company/superior-fence-rail-of-chattanooga,1-10,1M-5M,1,"Locally-owned Chattanooga fence company, leading the fence industry with first-class service and quality products.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
SupplyHog.com,Wholesale Building Materials,Chattanooga,TN,37407,2515 East 43Rd Street Suite B,supplyhog.com,https://www.linkedin.com/company/supplyhog-inc-,1-10,1M-5M,1,"SupplyHog, a construction based ecommerce company based in Chattanooga, TN, offers local and nationwide hardware and building supplies partnering with local hardware stores to deliver exceptional online service.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"SWOPE EQUIPMENT & SUPPLY COMPANY, INC.",Wholesale Machinery,Chattanooga,TN,37410,3000 Alton Parks Boulevard,swopeequipment.com,https://www.linkedin.com/company/swope-equipment-&-supply-company-inc.,11-50,5M-10M,1,"SWOPE EQUIPMENT & SUPPLY COMPANY, INC. is a company based out of 3000 ALTON PARK BLVD, Chattanooga, Tennessee, United States.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"T Gene Edwards, Inc.",Construction,Chattanooga,TN,37406,1309 Appling Street,tgeneedwards.com,https://www.linkedin.com/company/t-gene-edwards-inc,1-10,1M-5M,1,"General Contracting Company based out of Chattanooga, TN and specializing in Commercial Construction and Manufacturing & Industrial Buildings.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
T.S. Raulston,Construction,Chattanooga,TN,37404,2000 South Holtzclaw Avenue,tsraulston.com,https://www.linkedin.com/company/t-s-raulston,11-50,1M-5M,1,"T.S. Raulston, Inc. Mechanical Contractors was founded and incorporated in 1947 by T.S. Raulston, Sr. as Raulston Plumbing Company. Since 1947, the company has grown to be a full service mechanical contractor specializing in Plumbing, HVAC, Mechanical Piping, Process Piping, Medical Gas, Sheet Metal","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
T.U. Parks Construction Company,Construction,Chattanooga,TN,37408,711 East Main Street,tuparks.com,https://www.linkedin.com/company/tu-parks-construction-company,11-50,10M-25M,2,"Parks Construction Co. has grown from a one man operation to a corporation known throughout the south for their diverse construction experience. This experience enables Parks Construction Co. to complete any building project from remodeling and additions to multi-million dollar tasks, in budget and ","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Taimen Transport,Truck Transportation,Chattanooga,TN,37421,1209 Pointe Centre Drive Suite 205,taimentransport.com,https://www.linkedin.com/company/taimen-transport-llc,11-50,1M-5M,1,"Taimen Transport LLC is a 3rd Party Logistics company headquartered in Chattanooga, TN specializing in Global Logistics services. We have extensive experience working in conjunction with a variety of industries utilizing our thoroughly vetted Global Carrier network. We are privileged to have success","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"TECHNICAL MAINTENANCE & ELECTRONICS, INC.",Repair And Maintenance,Chattanooga,TN,37404,1901 Dodds Avenue,tmandeinc.com,https://www.linkedin.com/company/technical-maintenance-&-electronics-inc.,11-50,5M-10M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Tennessee Valley Travel Agency,Environmental Services,Chattanooga,TN,37403,317 High Street,tntravel.com,https://www.linkedin.com/company/tennessee-valley-travel-agency,1-10,500K-1M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
TENNESSEE WASTE HAULERS LLC,"Water, Waste, Steam, And Air Conditioning Services",Chattanooga,TN,37416,,tennesseewastehaulers.com,https://www.linkedin.com/company/tennessee-waste-haulers-llc,1-10,1M-5M,2,"TENNESSEE WASTE HAULERS LLC is a company based out of P O BOX 16155, CHATTANOOGA, Tennessee, United States.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Terra Firma Chattanooga,Construction,Chattanooga,TN,37406,2611 Riverside Drive,tfsoils.com,https://www.linkedin.com/company/terra-firma-chattanooga,11-50,1M-5M,1,"Terra Firma Stabilization & Reclamation specializes in Full Depth Reclamation, Soil Stabilization and Soil Modification as well as solving all types of sub-grade issues.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
The Chattanooga Building Co,Construction,Chattanooga,TN,37404,1612 East 14Th Street,chattbuild.com,https://www.linkedin.com/company/the-chattanooga-building-co,1-10,1M-5M,1,"Let The Chattanooga Building Co design the outdoor space of your dreams. Located in Chattanooga, TN, we specialize in fences, decks, patios, and outdoor home improvement needs.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
The Grounds Guys Landscape Management,Facilities Services,Chattanooga,TN,37410,164 West 31St Street,groundsguys.com,https://www.linkedin.com/company/the-grounds-guys-landscape-management,11-50,1M-5M,1,"Want to find your local The Grounds Guys? Type in your city, county, state, or zip code! We will help you get in touch with landscaping and lawn care experts near you.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
The Mail Box Store Chattanooga,Freight And Package Transportation,Chattanooga,TN,37421,7022 Shallowford Road Suite 1,themailboxstore.net,https://www.linkedin.com/company/tmbschattanooga,11-50,1M-5M,1,"The Mail Box Store provides expert packaging, shipping, mail receiving, faxing, notary, online access, packing & office supplies, as well as, numerous other services. We compete by adding personalized customer service to each transaction and offering alternatives in prices and shipping companies.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
The McBurney Corporation,Construction,Chattanooga,TN,37406,2805 Riverside Drive,mcburney.com,https://www.linkedin.com/company/the-mcburney-corporation,51-200,10M-25M,1,"McBurney, established in 1911, has evolved into a full-service organization providing engineering, construction, and maintenance services to the industrial steam and power plant industries. Initially a manufacturer of coal stoker equipment, McBurney now specializes in innovative combustion solutions","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
The Trucking MBA,Truck Transportation,Chattanooga,TN,37407,100 Main Street,trucking.mba,https://www.linkedin.com/company/the-trucking-mba,11-50,1M-5M,1,"The Trucking MBA focuses on supporting, training and education for Owner Operators in the trucking industry.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Tim Payne Painting,Construction,Chattanooga,TN,37421,8633 East Brainerd Road,timpaynepainters.com,https://www.linkedin.com/company/tim-payne-painting,11-50,10M-25M,2,"Tim Payne Painting has been in business for over 30 years. We specialize in Commercial, Public Sector, and Residential painting which includes Interior and exterior painting, pressure washing, minor carpentry repairs, texture, epoxy and much more. No job is too small or too large. We are certified t","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Timber Creek Construction,Construction,Chattanooga,TN,37415,2585 Avalon Circle,timbercrk.com,https://www.linkedin.com/company/timber-crk-construction,1-10,1M-5M,1,"Timber Creek Construction was born out of the desire to provide unmatched quality, integrity, and excellence through the construction experience. We know the kind of quality we require of a house that we personally live in and it is no different for the homes that we build. We believe in building ev","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Tipton Crane, LLC",Construction,Chattanooga,TN,37404,806 North Holtzclaw Avenue,tiptoncrane.com,https://www.linkedin.com/company/tipton-crane-llc,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"TOP THIS CONSTRUCTION, LLC",Construction,Chattanooga,TN,37421,6109 East Brainerd Road,topthisonline.com,https://www.linkedin.com/company/top-this-construction-llc,11-50,5M-10M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Tower Construction Co,Construction,Chattanooga,TN,37404,2520 East 14Th Street,towerconstructionco.com,https://www.linkedin.com/company/tower-construction-co,11-50,10M-25M,2,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Transcomp Compliance Services - Join the Network,Truck Transportation,Chattanooga,TN,37421,5901 Shallowford Road,transcompnetwork.com,https://www.linkedin.com/company/transcomp-permit-and-fuel-tax-services-llc,51-200,10M-25M,1,"Transcomp is locally owned and operated in the Chattanooga, TN area. We can help with your commercial permits, quarterly fuel tax filings, annual filings, and compliance. Let us file your registrations, permit renewals, quarterly fuel taxes, and other filings that are required. We also offer assista","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Tri-State Drilling, LLC",Environmental Services,Chattanooga,TN,37416,6228 Bonny Oaks Drive,tsdrilling.com,https://www.linkedin.com/company/tri-state-drilling,51-200,10M-25M,2,"Tri-State, a professional drilling contractor based in Chattanooga, TN, is a leader in providing drilling services in geotechnical, environmental, mineral exploration and water resources throughout the southeast.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
TriState Enterprises,Construction,Chattanooga,TN,37408,1161 East Main Street,tristate-enterprises.com,https://www.linkedin.com/company/tristate-enterprises-inc,11-50,1M-5M,1,"Commercial Plumbing Contractor in Chattanooga, Tennessee. We proudly serve the surrounding area!","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Truck N Trailer USA Inc,Truck Transportation,Chattanooga,TN,37415,4591 North Access Road,4tntusa.com,https://www.linkedin.com/company/truck-n-trailer-usa-inc,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
True-Line Coring & Cutting,Construction,Chattanooga,TN,37404,1903 South Highland Parks Avenue,theccg.us,https://www.linkedin.com/company/true-line-coring-&-cutting,11-50,10M-25M,2,"On the Mark. On the Money. On Time! Concrete Sawing, Drilling and Breaking The Coring and Cutting Group has been providing commercial, industrial, and residential concrete sawing and drilling services since 1979. Last year alone, we performed more than 500,000 man hours of concrete sawing and drilli","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Turn2Us Handyman Services, LLC",Construction,Chattanooga,TN,37415,507 Ashland Terrace,turn2ushandyman.com,https://www.linkedin.com/company/turn2us-handyman-services-llc,11-50,1M-5M,1,"Turn2Us Handyman Services, LLC is currently servicing Chattanooga, TN and surrounding areas, we use only qualified and experienced professionals to meet your handyman needs. Rest assured that when you Turn2Us we will take the necessary steps to exceed your expectations and get the job done right","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Two Men and a Truck Chattanooga,Freight And Package Transportation,Chattanooga,TN,37421,5959 Shallowford Road,rogexperts.com,https://www.linkedin.com/company/two-men-and-a-truck-chattanooga,11-50,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"U.S. Logistics Group, LLC",Truck Transportation,Chattanooga,TN,37405,100 Cherokee Boulevard Suite 216,bwytransportinc.com,https://www.linkedin.com/company/u-s-logistics-group-llc,11-50,1M-5M,1,"U.S. Logistics Group, LLC, is based in Chattanooga, TN. Our staff abounds with over 100 years of combined transportation experience. Our employees have the knowledge and long established customer relationships to offer a suitable, family friendly home to many Independent Contractors and fleet owners","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Unity Of Chattanooga,Truck Transportation,Chattanooga,TN,37408,400 East Main Street,unityofchattanooga.org,https://www.linkedin.com/company/unity-of-chattanooga,1-10,500K-1M,3,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Vanguard Cleaning Systems of Southeast Tennessee,Facilities Services,Chattanooga,TN,37402,200 Wml King Boulevard,vanguardcleaning.com,https://www.linkedin.com/company/vanguard-cleaning-systems-of-southeast-tennessee,1-10,500K-1M,1,"Vanguard Cleaning Systems of Southeast Tennessees is located in Chattanooga, TN, with janitorial franchise businesses that provide B2B cleaning and disinfecting services that are founded on the expertise and history of a nationwide franchise brand. Cleaning for a healthier work environment begins wi","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Vega corporation of Tennessee,Construction,Chattanooga,TN,,,vega-corp.com,https://www.linkedin.com/company/vega-corporation-of-tennessee,1-10,1M-5M,2,"Vega Corporation of Tennessee operates as a full-service general contractor, construction manager, and facilities maintenance contractor. Specializing in project management and coordination, concrete services, and power generation work with a focus on safety, precision, and productivity. The company","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Volunteer NDT Corp.,Construction,Chattanooga,TN,37415,6046 Dayton Boulevard,volndt.com,https://www.linkedin.com/company/volunteer-ndt-corp.,11-50,1M-5M,1,"Volunteer NDT provides scaffold erection, rentals, assembly, non-destructive testing, and inspection services.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
W Rondon Construction LLC,Construction,Chattanooga,TN,37421,6074 East Brainerd Road,wrondon.com,https://www.linkedin.com/company/w-rondon-construction-llc,1-10,1M-5M,1,W Rondon Construction seeks innovation and possesses a passion for building and making your dreams come true.,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Wagner Truck & Trailer Rentals Inc,Truck Transportation,Chattanooga,TN,37410,200 East 28Th Street,allaboutstorage.com,https://www.linkedin.com/company/wagner-truck-&-trailer-rentals-inc,1-10,1M-5M,1,"Wagner Truck & Trailer Rentals Inc is a real estate company based out of 200 E 28TH ST, Chattanooga, Tennessee, United States.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Walden Log Homes,Construction,Chattanooga,TN,37409,4015 Tennessee Avenue,waldenloghomes.com,https://www.linkedin.com/company/walden-log-homes,1-10,1M-5M,1,"Walden Log Homes is a construction company based out of 4015 Tennessee Ave, Chattanooga, Tennessee, United States.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Walden Ridge,Construction,Chattanooga,TN,37402,1100 Market Street,waldenridgeco.com,https://www.linkedin.com/company/walden-ridge,1-10,1M-5M,1,"Walden Ridge is a hospitality design and construction firm based in Chattanooga, Tennessee. The firm was founded in 2009 by Nathan Moore and has completed sixty-plus branded hotel renovations and six ground-up developments across Hilton, Marriott, Hyatt, IHG, Wyndham, La Quinta, and Extended Stay.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"Walden Windows, LLC",Wholesale Building Materials,Chattanooga,TN,37408,400 East Main Street,waldenwindows.com,https://www.linkedin.com/company/walden-windows-llc,11-50,5M-10M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Walker County Commissioners,Construction,Chattanooga,TN,37421,4119 Cromwell Road,walkerga.us,https://www.linkedin.com/company/walker-county-commissioners,1-10,1M-5M,2,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Weeks Paving Inc,Construction,Chattanooga,TN,37409,,weekspaving.com,https://www.linkedin.com/company/weeks-paving-inc,1-10,1M-5M,1,"Weeks Paving Inc. is a licensed contractor, fully insured and a member of the Association of General Contractors. With over 150 combined years of experience, we pride ourselves on our work and the fact that quality does not have to be expensive.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Wilson Waste Management,Truck Transportation,Chattanooga,TN,37408,3333 Saint Elmo Avenue,veleztrucking.com,https://www.linkedin.com/company/wilson-waste-management,11-50,1M-5M,1,"Velez Trucking Service provides around-the-clock support for clients. They offer delivery services to clients. They offer loading and unloading, for instance, of motor vehicles and oversized machinery.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Window Works & Exteriors of Chattanooga Window Works of Chattanooga,Construction,Chattanooga,TN,37421,9002 East Brainerd Road,windowworksofchattanooga.com,https://www.linkedin.com/company/window-works-&-exteriors-of-chattanooga-window-works-of-chattanooga,1-10,1M-5M,1,"Window Works & Exteriors of Chattanooga Window Works of Chattanooga is a company based out of CHATTANOOGA, TENNESSEE, United States.","Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
Window World Of Chattanooga,Construction,Chattanooga,TN,37416,3740 Powers Court 300,windowworldchattanooga.com,https://www.linkedin.com/company/window-world-of-chattanooga,1-10,1M-5M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
"WOLFTEVER DEVELOPMENT, LLC",Construction,Chattanooga,TN,37421,115 Cedar Lane,wolftever.net,https://www.linkedin.com/company/wolftever-development-llc,11-50,5M-10M,1,,"Vibe Prospecting (Explorium) export ds-f4bc136f, 2026-09-03",NOT VERIFIED - dataset carries no phone or email; confirm on the official website before calling
